appId,title,developer,developerId,developerEmail,developerWebsite,genre,genreId,categories,score,ratings,reviews,installs,realInstalls,minInstalls,price,free,currency,offersIAP,contentRating,adSupported,containsAds,released,updated,version,androidVersion,privacyPolicy,url,icon,headerImage,summary,first_keyword,matched_keywords
com.Poloskun.TruckerBen,Trucker Ben - Truck Simulator,Go Dreams,Go+Dreams,poloskun.box@gmail.com,,Simulation,GAME_SIMULATION,Simulation;Vehicle;Truck sim;Casual;Single player;Stylized;Offline,4.255639,33961,667,"1,000,000+",4984733,1000000,0,True,USD,True,Everyone,True,True,"Jul 13, 2022",1762404470,6.0,,https://gardenofdreams.games/privacy-policy-3,https://play.google.com/store/apps/details?id=com.Poloskun.TruckerBen&hl=en&gl=us,https://play-lh.googleusercontent.com/PX7x6q_Gf6GFHpevUHsBB6m52EercPM58JarJWhYoLCY5ZiSAqwmwFBP4t_lWxcrQqAzIPtXG9FJ3lO6z4UAMA,https://play-lh.googleusercontent.com/JM8JnDgtP0Z5SqKy1a5ZS23dXQxE74F3RILkupCSL-cB9NvFApovW40Wl6ucG29YHiAv5uKjx-VIjf0SD-g4,"Transport cargo, upgrade your trucks and conquer difficult roads.",trucker,trucker;trucking
com.czechgames.galaxytrucker,Galaxy Trucker,CGE digital,CGE+digital,appsupport@czechgames.com,http://galaxytrucker.com/,Board,GAME_BOARD,Board;Abstract strategy;Casual;Multiplayer;Competitive multiplayer;Single player;Stylized,4.6180553,9716,1058,"50,000+",97025,50000,4.99,False,USD,True,Everyone,False,False,"Dec 20, 2014",1772101756,3.6.921,,https://www.czechgames.com/privacy/galaxy-trucker,https://play.google.com/store/apps/details?id=com.czechgames.galaxytrucker&hl=en&gl=us,https://play-lh.googleusercontent.com/nPXos5-UVQVvHKfWKc4ppjR-4NMkX06opYqs6RAbp24NKhQBzwJBsQMgC9d2xrsphZo,https://play-lh.googleusercontent.com/i9Uk1pgRezHMDPP_foMQCV1JzgVYaP7m1_jYAVv2jjXDRzz_i19dw2fYBXYk5JXTzuU,"The award-winning board game by Vlaada Chvátil, is landing on your device!",trucker,trucker
com.truckerpath.truckloads,Trucker Path Load Board,Trucker Path,5619698242067401460,support@truckerpath.com,https://truckerpath.com/truckloads-carriers/,Maps & Navigation,MAPS_AND_NAVIGATION,Maps & Navigation,4.2551284,8319,2895,"500,000+",755837,500000,0,True,USD,True,Everyone,True,True,"Jun 30, 2015",1775749383,4.1.3,,https://truckerpath.com/privacy-policy,https://play.google.com/store/apps/details?id=com.truckerpath.truckloads&hl=en&gl=us,https://play-lh.googleusercontent.com/VUWBHRKVYnhS3Z-JG3U9th8NF3fU20cSnGKIvO9fmKlVve169AZTao8HLpQ8-HbkLoY,https://play-lh.googleusercontent.com/RBaJ1P_wgC7KcHHIYI24Gurt3rt3svjiQLrimn36nF4Kb99slsTpfTH6gjZ0TZvNfh0,Load Board App for Truck Drivers Freight Dispatcher to Book Loads and Earn Money,trucker,trucker;freight broker;load board
com.appdelegate.truckers,TruckersApp,AppDelegate,4751465263514531711,office@appdelegate.co,https://www.truckers-app.com/,Social,SOCIAL,,0,0,0,"10,000+",15130,10000,0,True,USD,False,Everyone,False,False,"Mar 25, 2024",,Varies with device,,https://www.truckers-app.com/privacy.html,https://play.google.com/store/apps/details?id=com.appdelegate.truckers&hl=en&gl=us,https://play-lh.googleusercontent.com/w3pq3u-ayeHUbIPPeVRwVJFY61hDP7MpFNlhnW4IHflMxWD8QSy06ksBpcsNm_XNXek,https://play-lh.googleusercontent.com/RQsz5mwgw0BnonKznrUF7njjIUYNQnOlH-KqN55Uow-b4P1k8Nu5noNSeIl2DAAsKNw,Application designed for truck drivers,trucker,trucker
com.POLOSKUN.BestTrucker2,Trucker and Trucks,Go Dreams,Go+Dreams,poloskun.box@gmail.com,https://twitter.com/POLOSKUN_dev,Simulation,GAME_SIMULATION,Simulation;Vehicle;Truck sim;Casual;Single player;Stylized;Offline,4.6138616,44992,514,"5,000,000+",9009131,5000000,0,True,USD,True,Everyone,True,True,"Mar 21, 2019",1762498711,4.5,,https://gardenofdreams.games/privacy-policy-4,https://play.google.com/store/apps/details?id=com.POLOSKUN.BestTrucker2&hl=en&gl=us,https://play-lh.googleusercontent.com/mqIqINKSRbHrqJcLNygrt5YNk6HgTWRBvSUxnDg0jikN6ouHEauUZJnYTYp16BskYQ,https://play-lh.googleusercontent.com/tIcb5hqLLb-h1OuJOM_9dzNDGrUV3dFHB81a5MI8XL5b7SmbYeTI9tp2yOp4xygOeQ,Truck and cargo transportation simulator 2D. Are you a bad trucker?,trucker,trucker
com.trophygames.truckmanager,Truck Manager - 2026,Xombat Development - Airline manager games,4957026383745143548,support@trophy-games.com,https://trophy-games.com/,Simulation,GAME_SIMULATION,Simulation;Management;Tycoon;Single player;Realistic;Vehicles;Truck,4.805068,74891,1421,"10,000,000+",23132555,10000000,0,True,USD,True,Everyone,False,False,"Oct 24, 2024",1771942699,1.2.30,,https://trophy-games.com/privacy,https://play.google.com/store/apps/details?id=com.trophygames.truckmanager&hl=en&gl=us,https://play-lh.googleusercontent.com/He7qU9QUyAi1YytGfzXuGKFRKv_BQ2oAjWA4Foa77-lqEx2iOOdABfwQuGdCOjsls9M,https://play-lh.googleusercontent.com/OCD0e5kmypez7yzer28q_-MqyqZOTX3Fjx9O7RrvhX_Q_KJBLYkK-wfr9ivo9RreYNM,A truck tycoon & strategy sim where you build an empire as a trucks manager,trucker,trucker;trucking;truck driver
com.mageeks.android.trucksim18,Truck Simulator PRO Europe,Mageeks,9046213330860348168,support@mageeks.com,http://www.mageeks.com,Simulation,GAME_SIMULATION,Simulation;Vehicle;Truck sim;Casual;Stylized;Vehicles;Truck;City,4.14,6905,198,"100,000+",195470,100000,5.99,False,USD,True,Everyone,False,False,"Mar 8, 2018",1772265553,2.6.4,,https://mageeks.com/privacy-policy,https://play.google.com/store/apps/details?id=com.mageeks.android.trucksim18&hl=en&gl=us,https://play-lh.googleusercontent.com/liwZu8BjMKh7Lld2Z4xKL0vcL-FgYXIcgkS5IC6XttG5J1dvryKtWZwEf_M3on1HM-c,https://play-lh.googleusercontent.com/5n2jio-8pj54cC181CoCeukli3rXk8N1EW8XtsERaZTC_28txIblXHERG1vPd53NSQg,"Be the truck driver, build your fleet empire & discover Europe on road!",trucker,trucker;trucking;truck driver
com.drivewyze.agatha2,Drivewyze: Tools for Truckers,Drivewyze Inc.,Drivewyze+Inc.,support@drivewyze.com,http://drivewyze.com,Maps & Navigation,MAPS_AND_NAVIGATION,Maps & Navigation,3.0833333,1953,865,"500,000+",512156,500000,0,True,USD,True,Everyone,False,False,"Feb 6, 2015",1774280755,5.2.13,,https://drivewyze.com/policies/privacy-policy/,https://play.google.com/store/apps/details?id=com.drivewyze.agatha2&hl=en&gl=us,https://play-lh.googleusercontent.com/1AibEGZLmkYoXLGlnsjZmL1ptU_CZShUjDH9s_h6T16hjjB_tqbKZhI5rnBzvX6KRa8,https://play-lh.googleusercontent.com/FL-O4v3LkSkQMBRqlrKlyYQvEu3psbz1pD08w17CXVhP8t0Q2dfpyLJk_rvxdeQ1AA,Experience the open road with Trucker Safety Alerts & Weigh Station Bypass!,trucker,trucker;truck gps;truck navigation;truck stop
com.route4me.route4trucks,Route4Trucks - Truck GPS App,"Route4Me, Inc",6266623049044259342,support@route4me.com,https://www.route4me.com/?utm_source=google-play&utm_medium=play-store&utm_campaign=route4trucks,Maps & Navigation,MAPS_AND_NAVIGATION,Maps & Navigation,3.6111112,40,12,"10,000+",16926,10000,0,True,USD,True,Everyone,False,False,"Jan 10, 2024",1767857413,1.3.13,,https://route4me.com/privacy-policy,https://play.google.com/store/apps/details?id=com.route4me.route4trucks&hl=en&gl=us,https://play-lh.googleusercontent.com/Su2dqMcCg_VSNj5g-n22w_D4AwDP7GyoDD6KYT4HvbN98YbQXETrQ-LWgdzyOT-4bJ8,https://play-lh.googleusercontent.com/zBnMpBKfP-m6ppiz5CyDLYcCXLkiqe8HkqFoTcydhMXcDTsKuY4DFrx-JFJqtBexNGgT,Truck GPS Navigation for Commercial Vehicles,trucker,trucker;trucking;truck driver;truck gps;truck navigation;truck stop
com.virtualtruck.manager3,Virtual Truck Manager 3,VDTruck LLC,VDTruck+LLC,vdtruck@gmail.com,https://vtruckmanager.com/,Simulation,GAME_SIMULATION,Simulation;Management;Tycoon;Casual;Single player;Stylized,4.03,2408,48,"100,000+",452494,100000,0,True,USD,True,Everyone,True,True,"Jul 15, 2024",1772138531,1.2.00,,https://vtm3.vtruckmanager.com/ToS/privacy.html,https://play.google.com/store/apps/details?id=com.virtualtruck.manager3&hl=en&gl=us,https://play-lh.googleusercontent.com/Xk8SRouhBMJUIHeoqQeXc8qUACMHjeqGIPkr3SFrrkn_0NN_aktYUqFQkBDzHDUR7KQ5,https://play-lh.googleusercontent.com/CsQ0axa4jWIBPMnzg5X2e7Nt1qGKFfiviPgYr-4e_ROmPqlmRKpR8KC0c9AfyJJlGEjtgTr11Kl219x3DtNrlg,Become a CEO of your own truck empire!,trucker,trucker;trucking;truck driver
io.loadinapptrucker.xphiz,Trucker by LoadIn,"Ella Logistics Services, LLC","Ella+Logistics+Services,+LLC",hello@loadinapp.io,https://loadinapp.io,Travel & Local,TRAVEL_AND_LOCAL,,,,,100+,184,100,0,True,USD,False,Everyone,False,False,"Nov 26, 2024",,Varies with device,,https://app.loadinapp.io/privacy,https://play.google.com/store/apps/details?id=io.loadinapptrucker.xphiz&hl=en&gl=us,https://play-lh.googleusercontent.com/cBQUT8AiM2VoBouodl8mkSHhLQR1BKv1W15dUTQEN2YnhdxZZk0kOlpsYrdmKd6krQ,https://play-lh.googleusercontent.com/mhaiun2326c2ZZVyjLGJfNHxmL3OmcGQwwyGuyOswWZUEXRXGL8hvXEAZctP8sWh1g,"Connect with shippers, deliver loads, and grow your trucking business.",trucker,trucker
com.fkgames.minitruckergame,Mini Trucker - truck simulator,FKGames,6593694901022860428,support@fkgames.ru,https://fkgames.ru,Simulation,GAME_SIMULATION,Simulation;Vehicle;Truck sim;Casual;Single player;Stylized;Offline,4.16,26499,323,"5,000,000+",7626499,5000000,0,True,USD,True,Everyone,True,True,"Jun 18, 2019",1766749909,1.11.14,,https://fkgames.ru/privacy-policy/,https://play.google.com/store/apps/details?id=com.fkgames.minitruckergame&hl=en&gl=us,https://play-lh.googleusercontent.com/tcFF69o-5wr-EvqvY5SdcHfrQbxclMg8HfRLZiP0ho7CoR_BoUotOhDKUOMMu9KGeaDu,https://play-lh.googleusercontent.com/SlpPKFRqtbsfZpF_yuO48uec4cVkZidnrF1kdPxMjt33gvD1_k_viAU-93JAsYT2Pk3G,2D offroad simulator and sandbox about trucker and cargo transportation,trucker,trucker
com.trucker.user,Trucker,TRUCKER APP,TRUCKER+APP,app@truckerapp.net,https://truckerapp.net,Tools,TOOLS,,0,0,0,"5,000+",5055,5000,0,True,USD,False,Everyone,False,False,"Aug 13, 2025",,Varies with device,,https://truckerapp.net/index.php/politica-de-privacidad/,https://play.google.com/store/apps/details?id=com.trucker.user&hl=en&gl=us,https://play-lh.googleusercontent.com/ReEIxZz22x0bIq8c_phbzUC4G8rOrDBVVdmTeVQAKqi1GuyfZ3KlQZxQNJ_PgCj9huZxVFcOuvv1UTgmTKqV6pM,https://play-lh.googleusercontent.com/I8pCy7IBN9ejcr3ErSztDsdTGBhXxzschnZX6Q2mY7gYuk-mjeYGhlg_kZ8Bzp8yE0xQFcvryyJrtdcA6d9_4Q,We connect businesses and people with fast NFC shipping and real-time tracking.,trucker,trucker
com.trucker.jobs,Trucker Jobs Network,Trucker Jobs,Trucker+Jobs,support@trucker-jobs.com,https://trucker-jobs.com,Business,BUSINESS,,0,0,0,"1,000+",1258,1000,0,True,USD,True,Teen,False,False,"Aug 26, 2024",,Varies with device,,https://forum.trucker-jobs.com/privacy-policy/,https://play.google.com/store/apps/details?id=com.trucker.jobs&hl=en&gl=us,https://play-lh.googleusercontent.com/zVuMpc-l19vAgcD2be4QCos1sv__UdaWuJgWmGXojfDk0Y8drPALES8abOhPb7HLxhg,https://play-lh.googleusercontent.com/4YsjB6OF5JKExCVkZF8My4ulmVnXlm3lnk6ZI3Zx4PgJq2FRPHOUwvofsv3VEsXVnIs,Business network and job listings platform for the trucking industry,trucker,trucker
com.teletype.smarttruckroute,SmartTruckRoute Truck GPS Navi,SmartRouting,8404431920463040765,app@smarttruckroute.com,http://www.smarttruckroute.com,Maps & Navigation,MAPS_AND_NAVIGATION,Maps & Navigation,4.0655737,4210,1865,"500,000+",729981,500000,0,True,USD,True,Everyone,False,False,"Dec 21, 2012",1590492913,2.2.101.1,,http://www.smarttruckroute.com/privacy.htm,https://play.google.com/store/apps/details?id=com.teletype.smarttruckroute&hl=en&gl=us,https://play-lh.googleusercontent.com/PrZ_e8lpF2ijzAsItOUo47jEZgSp8ySkt4q7F94KxhRe5lmGc97gLO9D_f4zAVg2TPo,https://play-lh.googleusercontent.com/gCqpfImjL5yssXwweKQ1aLjFYu04dfpUQszOkz2I-jyoh33z0jlDrqKe-2EnvfEj8xsl,Truck GPS routes that avoid low bridges and  restrictions. Maps updated daily,trucker,trucker;truck gps;truck navigation;truck stop
com.usatruck.app,USA Truck Driver Hub,Eleos Technologies,Eleos+Technologies,marketing@usa-truck.com,http://usa-truck.com,Business,BUSINESS,Business,4.04,862,379,"10,000+",20457,10000,0,True,USD,False,Everyone,False,False,"May 4, 2016",1757115915,1.61.2,,https://eleostech.com/apps-privacy-policy.html,https://play.google.com/store/apps/details?id=com.usatruck.app&hl=en&gl=us,https://play-lh.googleusercontent.com/syOXqc4vv8qp0wd1xLWPMQEEyxv70rBdQ4gWbBgpWJI7IGkj0NjKx7aYDtx1RSGUFsydxH0V046Vq2M1AMzb5A,https://play-lh.googleusercontent.com/HE8Wm9bIvOqmJeP-O2sRCcqpZHSWdpg4JFX_NZrmx21dyWsH_sl5kEgj4ueRGcAvRjzvPZAoR9UF3J-r9ryreQ,The DriverHUB app was designed for our professional driving team members.,trucker,trucker
com.vm3.global,Truck Star,Century Games PTE. LTD.,6832375891198423999,cg.gamestore@centurygame.com,https://www.centurygame.com,Casual,GAME_CASUAL,Puzzle;Match 3;Match 3 adventure;Casual;Single player;Stylized;Vehicles;Truck;Offline,4.5521026,425603,7178,"10,000,000+",24686874,10000000,0,True,USD,True,Everyone,False,False,"May 6, 2024",1775011431,1.51.0,,https://www.centurygame.com/privacy-policy/,https://play.google.com/store/apps/details?id=com.vm3.global&hl=en&gl=us,https://play-lh.googleusercontent.com/bcvxHCVs5go0uzGohpwDu-Zid76pUDAlLY-XwbXtlGjrsv9wj2KWoW4kCWfMevxtfCbIMUQqqgZv-n8F-YD2SF0,https://play-lh.googleusercontent.com/LhIzE6NWlgyZraPNJeWT2QwwAeuIpKWgthQF87l27vv8scvd0RqoTU8M-IUcpx7UGhY,"Repair, Refit, Repaint. Customize your truck today!",trucker,trucker;trucking;truck driver;truck stop
europe.truck.simulator2,Truckers of Europe 2,Wanda Software,6499943181840817817,contact@wandasoftware.com,http://www.wandasoftware.com,Simulation,GAME_SIMULATION,Simulation;Vehicle;Truck sim;Casual;Single player;Stylized;Vehicles;Truck;Offline,4.4160447,419843,2761,"50,000,000+",95530567,50000000,0,True,USD,True,Everyone,True,True,"Apr 12, 2018",1771493462,0.64,,http://www.wandasoftware.com/privacy-policy.html,https://play.google.com/store/apps/details?id=europe.truck.simulator2&hl=en&gl=us,https://play-lh.googleusercontent.com/tS6pdPz6GKrP87gOTTPcBDFMJFd2RsD4ngkl92pqEQp6nkHRIPU30BRM7wB6l5_VaOw,https://play-lh.googleusercontent.com/Wmso2ae5sd3BPRQXElQzqd8Td5g1DtafRS8Y9bvHjWIcFpPv7n6JbTV_dAA7-Z3R7mg,Become the King of the Roads with Truckers of Europe 2!,trucker,trucker;truck driver
com.truckfly.truckfly,Truckfly - Truck GPS,Truckfly,5844987394277446835,truckfly@michelin.com,https://www.truckfly.com,Maps & Navigation,MAPS_AND_NAVIGATION,Maps & Navigation,3.4,8648,4,"500,000+",894913,500000,0,True,USD,False,Teen,True,True,"Jul 15, 2015",1775048226,5.4.1,,https://www.truckfly.com/privacy,https://play.google.com/store/apps/details?id=com.truckfly.truckfly&hl=en&gl=us,https://play-lh.googleusercontent.com/QwzC1HD2DxmuIPDSI1fyJbRKTGDqcWjj2c-0fD7EmCz79SfAfZ_E_oX2igBqhoeuM8s,https://play-lh.googleusercontent.com/vjQ7-QfbtSc1F20TsJ5oSPnlVnaRM5c3rkUE22DXEmNRt0UKn0idpsNBLP_4CAeV8Q,"Truck GPS, Truck Stop Restaurant... The app that supports you every day",trucker,trucker;truck gps;truck navigation;truck stop
com.dualcarbonstudios.trucksimulatorbigrig,Truck Simulator Big Rigs,Dualcarbon Studios,6294828447800631064,dualcarbonstudios@gmail.com,https://dualcarbonstudios.com,Simulation,GAME_SIMULATION,Simulation;Vehicle;Truck sim;Single player;Stylized;Offline,4.2128377,77180,1560,"1,000,000+",4433758,1000000,0,True,USD,True,Everyone,True,True,"Jun 30, 2025",1769005860,1.5.7,,https://dualcarbonstudios.com/privacypolicy,https://play.google.com/store/apps/details?id=com.dualcarbonstudios.trucksimulatorbigrig&hl=en&gl=us,https://play-lh.googleusercontent.com/PGF0nzrhC5DCrXN7GO0BCM1F12ySfdcFvnjgX-G2Nq3qO5N_t1fOsghTb28MNZcAM_24,https://play-lh.googleusercontent.com/Fkhm82zEvDOoCZTX7TLM_rFUJ7Ui48SCS3lBadPLjVVCkf9G0C-8TmXNnJt0mZ_OnpNKVdUmWwJObwK13y1DBA,Drive big american trucks and trailers in a detailed open world enivronment,trucking,trucking;truck driver
